text,label
Cipla announces leadership changes in key divisions.,neutral
Kotak Mahindra Bank completes successful acquisition of Capital Ltd.,positive
Market participants await Reliance Industries quarterly results.,neutral
Mahindra & Mahindra completes acquisition of Financial Corp.,neutral
Tata Motors reports a 22% decline in net profit.,negative
Sun Pharma misses earnings estimates with 14% drop in profit.,negative
Market participants await Dr. Reddy's quarterly results.,neutral
JSW Steel announces 25% increase in dividend payout.,positive
Kotak Mahindra Bank reports a 34% rise in quarterly revenue.,positive
Titan Company schedules board meeting for Q4.,neutral
Bharti Airtel introduces a new product line in the domestic market.,neutral
Maruti Suzuki faces regulatory investigation over irregularities.,negative
Axis Bank completes successful acquisition of Logistics Inc.,positive
Infosys completes acquisition of Logistics Inc.,neutral
Dr. Reddy's completes successful acquisition of Tech Solutions.,positive
Power Grid faces regulatory investigation over irregularities.,negative
Shares of Infosys surge after strong Q4 results.,positive
Asian Paints beats market expectations with 15% profit growth.,positive
TCS beats market expectations with 32% profit growth.,positive
JSW Steel schedules board meeting for Q2.,neutral
Sun Pharma posts losses of INR 2676 crore this quarter.,negative
Asian Paints faces legal challenges impacting market confidence.,negative
UltraTech Cement faces legal challenges impacting market confidence.,negative
Shares of ICICI Bank trade flat amid mixed market sentiment.,neutral
Regulatory action against Tata Motors triggers sell-off.,negative
Cipla beats market expectations with 7% profit growth.,positive
Market participants await Asian Paints quarterly results.,neutral
UltraTech Cement faces regulatory investigation over irregularities.,negative
Shares of Hindustan Unilever fall after weak Q3 results.,negative
JSW Steel announces leadership changes in key divisions.,neutral
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Analysts downgrade Reliance Industries citing poor performance.,negative
Investors exit TCS after disappointing Q2 guidance.,negative
Titan Company introduces a new product line in the domestic market.,neutral
Asian Paints announces organizational restructuring.,neutral
Shares of Adani Ports surge after strong Q1 results.,positive
Shares of Reliance Industries trade flat amid mixed market sentiment.,neutral
Maruti Suzuki misses earnings estimates with 25% drop in profit.,negative
Cipla announces organizational restructuring.,neutral
Investors cheer as HDFC Bank secures major contract worth INR 336 crore.,positive
HCL Technologies posts losses of INR 112 crore this quarter.,negative
ITC faces legal challenges impacting market confidence.,negative
TCS completes acquisition of Financial Corp.,neutral
Shares of Power Grid trade flat amid mixed market sentiment.,neutral
Axis Bank faces legal challenges impacting market confidence.,negative
Shares of Kotak Mahindra Bank fall after weak Q3 results.,negative
Shares of Kotak Mahindra Bank fall after weak Q4 results.,negative
ITC schedules board meeting for Q4.,neutral
Shares of UltraTech Cement fall after weak Q2 results.,negative
Market participants await Sun Pharma quarterly results.,neutral
Wipro posts losses of INR 3709 crore this quarter.,negative
Reliance Industries stock hits 52-week high on strong demand.,positive
ITC faces regulatory investigation over irregularities.,negative
Cipla schedules board meeting for Q4.,neutral
Axis Bank reports a 11% rise in quarterly revenue.,positive
Power Grid completes successful acquisition of Digital Services.,positive
Bharti Airtel beats market expectations with 13% profit growth.,positive
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Axis Bank stock hits 52-week high on strong demand.,positive
Dr. Reddy's reports a 11% decline in net profit.,negative
Cipla stock plunges 17% amid concerns over debt levels.,negative
HDFC Bank introduces a new product line in the domestic market.,neutral
Titan Company stock hits 52-week high on strong demand.,positive
Sun Pharma faces legal challenges impacting market confidence.,negative
Shares of ITC fall after weak Q2 results.,negative
UltraTech Cement reports a 14% decline in net profit.,negative
Regulatory action against Tata Motors triggers sell-off.,negative
SBI schedules board meeting for Q2.,neutral
Sun Pharma stock plunges 17% amid concerns over debt levels.,negative
Tata Motors announces 6% increase in dividend payout.,positive
Market participants await Sun Pharma quarterly results.,neutral
Bharti Airtel schedules board meeting for Q1.,neutral
Analysts upgrade Bharti Airtel on improved growth outlook.,positive
Reliance Industries schedules board meeting for Q1.,neutral
Wipro beats market expectations with 29% profit growth.,positive
Dr. Reddy's posts record profits of INR 3719 crore.,positive
Cipla announces leadership changes in key divisions.,neutral
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
"LG India soars past South Korean parent, becomes $13 billion giant after blockbuster debut. In a stunning debut that defied expectations, LG Electronics India surged 50.4% from its IPO price on its first day of trading on Tuesday, taking its market capitalisation to Rs 1.16 lakh crore, or about $13.13 billion, higher than its South Korean parent LG Electronics Inc, which is valued at around $8–9 billion in Seoul.The listing marked the best performance for a billion-dollar IPO in India since 2021, placing the company ahead of peers Whirlpool, Voltas and Havells.Shares of LG India opened at Rs 1,715 on the BSE and Rs 1,710.10 on the NSE, compared with an issue price of Rs 1,140 per share, giving investors a listing-day gain of more than 50%. The rally lifted the company’s market value beyond all other Indian-listed consumer durable peers, including Whirlpool of India ($1.7 billion), Voltas ($5.8 billion) and Havells India ($10.4 billion).The Rs 11,607-crore initial public offering was entirely an offer for sale by LG Electronics Inc. It drew overwhelming investor demand, with total bids exceeding the issue size 54 times. The qualified institutional buyers’ portion was subscribed to 166 times, while retail investors bid 3.5 times their allotted quota.Ahead of the debut, the shares were commanding a 31% premium in the grey market, reflecting strong investor appetite. The robust listing gave LG India the highest listing-day premium of 50.4% among IPOs exceeding Rs 10,000 crore.The debut comes amid India’s second-busiest quarter on record for IPOs, although recent large issues such as WeWork India and Tata Capital posted muted debuts.India’s record with large listings has been uneven. Coal India’s 2010 IPO, which raised Rs 15,199 crore, remains one of the few success stories, listing nearly 40% higher. In contrast, Reliance Power’s 2008 offering listed 17% lower, while Paytm’s Rs 18,300-crore IPO in 2021 dropped 27% on debut. Even state-backed giants have struggled, with LIC’s Rs 20,557-crore IPO listing 7.8% lower and GIC Re’s Rs 11,257-crore issue debuting with a 4.6% loss.Against this backdrop, LG India’s performance stands out as a rare exception among India’s mega IPOs, combining both scale and strong investor response.Brokerages turn bullish with record buy callsThe IPO triggered a strong show of analyst confidence, with at least eight brokerages issuing buy ratings within hours, reflecting optimism on LG India’s fundamentals and India’s consumer durables sector.Emkay Global Financial Services led with a Rs 2,050 price target, implying an 80% upside. “LG has, over the last three decades, built a formidable franchise, leading in key large appliance categories with premium positioning, leveraging its global R&D strength, brand power, and superior execution,” Emkay analysts wrote, projecting 13% revenue CAGR and 14% EPS CAGR over FY26–28.Nomura initiated coverage with a buy rating and Rs 1,800 target, forecasting post-tax ROE/ROIC of 31%/56% in FY28F and EBITDA margin expansion from 12.8% in FY25 to ~14.1% in FY28F. ICICI Securities highlighted LG’s “commanding market position” and core return on equity exceeding 90% when adjusted for cash and other income.Other brokerages also turned bullish: Prabhudas Lilladher set a target of Rs 1,780, Ambit Capital Rs 1,820, Motilal Oswal Rs 1,800, Antique Stock Broking Rs 1,725, and Equirus Securities Rs 1,705. Analysts noted LG’s premium segment dominance, growth tailwinds from underpenetration, strong return ratios, and increasing strategic relevance to its Korean parent.Also read | LG share price target at Rs 2,050? Korean giant sparks record frenzy with 8 buy calls on Day 1ICICI Securities pointed out that India’s share of the parent’s revenue rose from 3.5% in CY21 to 4.3% in CY24. Emkay added that under LG’s “Global South” strategy, India is expected to contribute one-third of global growth over five years, while Ambit noted exports could rise from 6% to 10% by FY28 as Sri City plant capacity doubles.(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of the Economic Times)",neutral
